locus_tag,log2FoldChange,start,end,gene_length,padj,COG_category,Preferred_name,PFAMs
OOFNCCCI_02539,-0.297257035,3254358,3257402,3044,0.226433315,NA,NA,NA
OOFNCCCI_02540,1.060232351,3257535,3258488,953,0.81375916,L,NA,"DEDD_Tnp_IS110,Transposase_20"
OOFNCCCI_02542,0.234120485,3259081,3260805,1724,0.351650545,S,NA,Glyco_hydro_101
OOFNCCCI_02543,1.093087961,3260903,3261382,479,0.002876327,S,NA,DUF5053
OOFNCCCI_02544,-0.072815578,3261448,3263589,2141,0.817375267,P,NA,OMP_b-brl_3
OOFNCCCI_02545,-0.09803207,3263742,3265214,1472,0.781566157,T,NA,"HATPase_c,HisKA"
OOFNCCCI_02546,0.014401708,3265224,3265904,680,0.99201817,KT,NA,"Response_reg,Trans_reg_C"
OOFNCCCI_02547,-0.61128323,3265908,3267170,1262,0.017571118,S,NA,"GFO_IDH_MocA,GFO_IDH_MocA_C"
OOFNCCCI_02548,-0.198858027,3267238,3268404,1166,0.398480086,EGP,NA,MFS_1
OOFNCCCI_02549,0.368945255,3268658,3269839,1181,0.049892923,S,NA,DUF5128
OOFNCCCI_02550,-0.066309207,3269933,3271234,1301,0.823701612,H,NA,"AMP-binding,AMP-binding_C_2"
OOFNCCCI_02551,-0.799131079,3271258,3271683,425,0.415627657,S,NA,ACT
OOFNCCCI_02552,-0.030160712,3271751,3272563,812,0.9644539,S,yfiO,YfiO
OOFNCCCI_02553,0.064639405,3272590,3272922,332,0.990594979,S,rpoZ,RNA_pol_Rpb6
OOFNCCCI_02554,-0.44208472,3273080,3273541,461,0.136633896,S,NA,DUF4293
OOFNCCCI_02555,-0.334198252,3273776,3276883,3107,0.108073719,G,lacZ,"Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N"
OOFNCCCI_02556,0.339052375,3276907,3277593,686,0.410376795,G,NA,"CHB_HEX_C_1,F5_F8_type_C,Fn3_assoc,Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_02557,-0.548029771,3277695,3279221,1526,0.018281096,G,NA,"CHB_HEX_C_1,F5_F8_type_C,Fn3_assoc,Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_02558,0.980577573,3279441,3279596,155,0.14547189,T,NA,"HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y"
OOFNCCCI_02559,0.18948885,3279602,3280240,638,0.867852723,M,NA,OMP_b-brl_2
OOFNCCCI_02560,0.149461971,3280267,3282066,1799,0.545381285,M,lysM,"ANF_receptor,LysM,Peripla_BP_6"
OOFNCCCI_02561,0.023361119,3282148,3283566,1418,0.942609862,S,NA,CHU_C
OOFNCCCI_02562,-0.170880904,3283547,3284518,971,0.723632204,M,mltD_2,SLT
OOFNCCCI_02563,-0.40713204,3284601,3287441,2840,0.134826649,L,uvrA2,ABC_tran
OOFNCCCI_02564,-4.938061902,3287531,3287749,218,NA,NA,NA,NA
OOFNCCCI_02565,0.149220471,3287753,3288349,596,0.80839815,S,yigZ,UPF0029
OOFNCCCI_02566,0.118624431,3288452,3289654,1202,0.759960566,P,NA,Na_H_Exchanger
OOFNCCCI_02567,0.299355274,3289714,3291069,1355,0.183005783,P,nhaA,Na_H_antiport_1
OOFNCCCI_02568,0.531031136,3291361,3292290,929,0.11833872,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_02569,0.872908961,3292371,3293114,743,0.022362669,S,NA,PDDEXK_2
OOFNCCCI_02570,-0.805602204,3293115,3293222,107,0.755307156,S,NA,PDDEXK_2
OOFNCCCI_02571,-0.678801763,3294669,3295577,908,0.014346332,NA,NA,Mfa2
OOFNCCCI_02572,0.160779778,3295593,3296555,962,0.795786726,S,NA,Mfa_like_1
OOFNCCCI_02573,-0.639401301,3296566,3297501,935,0.237674192,S,NA,Mfa_like_1
OOFNCCCI_02574,-0.610706136,3297545,3298570,1025,0.008014192,S,NA,Mfa_like_1
OOFNCCCI_02575,-0.389949608,3298780,3299799,1019,0.118228374,S,NA,Mfa_like_1
OOFNCCCI_02576,-0.326243608,3299825,3300865,1040,0.462083563,S,NA,Mfa_like_1
OOFNCCCI_02578,0.096186086,3301115,3301993,878,0.882463131,NA,NA,NA
OOFNCCCI_02579,-0.692814166,3302005,3303018,1013,0.051961217,NA,NA,NA
OOFNCCCI_02580,-0.102164063,3303044,3304057,1013,0.883303146,S,NA,Mfa_like_1
OOFNCCCI_02581,-0.325489911,3304054,3306105,2051,0.165549818,S,NA,"DUF4906,Fib_succ_major"
OOFNCCCI_02582,0.08932626,3306120,3308255,2135,0.777189629,NA,NA,"DUF4906,Fib_succ_major"
OOFNCCCI_02583,0.053383632,3308269,3308550,281,0.95282073,L,NA,Bac_DNA_binding
OOFNCCCI_02584,-0.66798718,3309027,3309521,494,0.045544386,NA,NA,NA
OOFNCCCI_02585,0.110364189,3309564,3310697,1133,0.725027796,S,NA,ATPase_2
OOFNCCCI_02586,0.851405655,3311313,3312431,1118,0.565446232,L,NA,"DEDD_Tnp_IS110,Transposase_20"
OOFNCCCI_02587,1.172217833,3312616,3313059,443,0.048712967,L,NA,"Bac_DNA_binding,HU-DNA_bdg"
OOFNCCCI_02588,0.256856241,3313097,3313996,899,0.489556715,S,NA,Peptidase_M15_3
OOFNCCCI_02589,-0.023561624,3314070,3315218,1148,0.947837164,S,NA,"AAA_15,AAA_21"
OOFNCCCI_02591,0.280838702,3315484,3316098,614,0.662996076,NA,NA,NA
OOFNCCCI_02592,-0.099566593,3316099,3318429,2330,0.68475861,M,pbpC,"BiPBP_C,Transgly,Transpeptidase"
OOFNCCCI_02593,-5.54156183,3318449,3318556,107,NA,NA,NA,NA
OOFNCCCI_02594,-0.202308287,3318710,3324244,5534,0.346423294,S,NA,"A2M,A2M_N,A2M_N_2,MG1,Thiol-ester_cl"
OOFNCCCI_02595,-0.417477564,3324363,3325661,1298,0.142545823,G,NA,"GDE_C,Glyco_hydro_36"
OOFNCCCI_02596,-0.40841898,3325677,3327428,1751,0.076445492,G,NA,ROK
OOFNCCCI_02597,-0.06144806,3327460,3328545,1085,0.897718406,GK,NA,ROK
OOFNCCCI_02598,-0.296961824,3328567,3330939,2372,0.208098097,G,NA,Glyco_hydro_92
OOFNCCCI_02599,-0.012583513,3330956,3332101,1145,0.979764178,G,NA,MFS_1
OOFNCCCI_02600,-0.416276991,3332108,3335005,2897,0.052833433,G,NA,"CBM-like,Glyco_hydro_38,Glyco_hydro_38C"
OOFNCCCI_02601,0.803674938,3335225,3335788,563,0.019872533,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_02602,-0.166029305,3335858,3336832,974,0.700809936,PT,NA,"DUF4974,FecR"
OOFNCCCI_02603,-0.138362281,3336992,3340369,3377,0.648490476,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_02604,-0.327658949,3340399,3341967,1568,0.086122155,GM,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_02605,-0.466968636,3342261,3344576,2315,0.020666599,G,NA,Glyco_hydro_92
OOFNCCCI_02606,-0.232837496,3344597,3346879,2282,0.336571551,G,NA,Glyco_hydro_92
OOFNCCCI_02607,0.352067123,3347072,3348634,1562,0.059768375,S,NA,"AAA-ATPase_like,PDDEXK_9"
OOFNCCCI_02608,0.368890974,3349056,3350975,1919,0.098289596,GM,wbpM,"CoA_binding_3,Polysacc_synt_2"
OOFNCCCI_02609,0.387088294,3351083,3352402,1319,0.075610737,M,NA,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
OOFNCCCI_02610,1.779810278,3352418,3353677,1259,3.66E-17,S,NA,"Polysacc_synt,Polysacc_synt_C"
OOFNCCCI_02611,1.362949002,3353913,3355112,1199,9.60E-10,M,NA,Wzy_C
OOFNCCCI_02612,1.29554509,3355105,3356004,899,5.86E-05,S,NA,Glycos_transf_2
OOFNCCCI_02613,1.031225376,3355992,3357134,1142,2.98E-06,M,NA,"Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02614,1.527512479,3357276,3358439,1163,7.02E-25,M,NA,"Glyco_trans_4_2,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02615,1.375646988,3358443,3359048,605,0.00042999,M,NA,Bac_transf
OOFNCCCI_02616,1.03387292,3359117,3360232,1115,3.51E-07,F,NA,ATP-grasp_4
OOFNCCCI_02617,0.820285775,3360234,3361421,1187,0.007695499,F,NA,NA
OOFNCCCI_02618,-0.337443813,3361542,3362741,1199,0.122599868,E,NA,DegT_DnrJ_EryC1
OOFNCCCI_02619,-3.054814971,3362802,3363014,212,0.065190321,M,NA,Bac_transf
OOFNCCCI_02620,0.737556709,3363249,3363722,473,0.072609881,V,NA,Amidase_2
OOFNCCCI_02622,1.346926848,3363877,3364344,467,0.459577851,L,NA,Bac_DNA_binding
OOFNCCCI_02624,0.241676428,3364583,3364795,212,0.831659381,S,NA,DUF4248
OOFNCCCI_02625,-0.254492845,3365013,3367154,2141,0.400116279,S,NA,"VirE,VirE_N"
OOFNCCCI_02626,-1.204497959,3367405,3367701,296,0.00575059,NA,NA,NA
OOFNCCCI_02627,0.840930928,3367713,3369215,1502,2.17E-06,S,NA,Caps_assemb_Wzi
OOFNCCCI_02628,0.356280473,3369212,3369613,401,0.398034858,S,NA,Lipocalin_8
OOFNCCCI_02629,-0.050788055,3369830,3372226,2396,0.856059128,M,kpsD,"Caps_synth_GfcC,Poly_export,SLBB"
OOFNCCCI_02630,0.21335418,3372269,3373378,1109,0.580885625,M,NA,"GNVR,Wzz"
OOFNCCCI_02631,-0.31265726,3373404,3375665,2261,0.199629053,L,NA,"HA,Helicase_C,ResIII"
OOFNCCCI_02632,-0.089856901,3375681,3377840,2159,0.819872026,T,NA,"GAF_2,HATPase_c,HisKA,PAS_3,PAS_4,Response_reg"
OOFNCCCI_02633,-0.05218381,3377946,3379250,1304,0.905421396,S,NA,"GFO_IDH_MocA,GFO_IDH_MocA_C,TAT_signal"
OOFNCCCI_02634,-0.80339811,3379352,3379846,494,0.350147777,K,NA,"KOW,NusG"
OOFNCCCI_02635,0.156948083,3379843,3380610,767,0.799402536,GM,NA,NA
OOFNCCCI_02636,-0.061117417,3380611,3382092,1481,0.867644905,H,cobQ,"AAA_26,CbiA,GATase_3"
OOFNCCCI_02637,-0.267370104,3382196,3383311,1115,0.425447896,S,NA,DUF5009
OOFNCCCI_02638,-0.19177273,3383323,3384456,1133,0.641491056,S,NA,DUF5009
OOFNCCCI_02639,-0.067474983,3384484,3385686,1202,0.875866204,E,sdaA,"SDH_alpha,SDH_beta"
OOFNCCCI_02640,0.079915705,3385848,3386486,638,0.903748444,K,NA,TetR_N
OOFNCCCI_02641,0.105745874,3386498,3387790,1292,0.824513297,MU,NA,OEP
OOFNCCCI_02642,-0.263056899,3387803,3388717,914,0.683936109,M,NA,"Biotin_lipoyl_2,HlyD_3,HlyD_D23"
OOFNCCCI_02643,0.042854258,3388748,3389647,899,0.933162932,V,NA,ABC_tran
OOFNCCCI_02644,0.924791366,3389782,3390516,734,0.02783928,G,NA,ABC_tran
OOFNCCCI_02645,-0.372086261,3390519,3391634,1115,0.268112469,V,ybhS,ABC2_membrane_3
OOFNCCCI_02646,-0.004182635,3391646,3392740,1094,0.991844438,V,NA,ABC2_membrane_3
OOFNCCCI_02647,0.209562054,3392914,3393723,809,0.627817474,K,NA,"HTH_IclR,IclR"
OOFNCCCI_02648,-0.126722707,3393732,3395504,1772,0.666913491,C,NA,"Big_5,CBM_3,Cytochrom_D1,PKD"
OOFNCCCI_02649,-0.706374037,3395517,3396611,1094,0.038088747,J,NA,NA
OOFNCCCI_02650,0.679451062,3396680,3397417,737,0.049892923,S,NA,NA
OOFNCCCI_02651,-0.175654926,3397461,3401471,4010,0.498512244,S,NA,"FGE-sulfatase,NPCBM"
OOFNCCCI_02652,-0.253445956,3401584,3404034,2450,0.351650545,O,ccmC,"Cytochrom_C_asm,ResB"
OOFNCCCI_02653,0.067994351,3404196,3404516,320,0.971500188,NA,NA,NA
OOFNCCCI_02654,-0.226545628,3404553,3405569,1016,0.602422643,G,NA,"Dak1,Dak2"
OOFNCCCI_02655,-0.201088786,3405580,3406194,614,0.843866575,S,NA,Dak2
OOFNCCCI_02656,-0.261410258,3406233,3407105,872,0.539572026,G,NA,DeoC
OOFNCCCI_02657,-0.266462768,3407190,3408077,887,0.490402161,S,NA,NA
OOFNCCCI_02658,-0.581128105,3408226,3410172,1946,0.018281096,E,NA,SSF
OOFNCCCI_02659,0.390678525,3410207,3411205,998,0.073513936,G,NA,Glyco_hydro_130
OOFNCCCI_02660,-0.003530756,3411638,3411787,149,0.998255748,NA,NA,NA
OOFNCCCI_02662,2.216284677,3411931,3412005,74,0.729017974,NA,NA,NA
OOFNCCCI_02663,0.066588138,3412235,3413641,1406,0.833952224,S,NA,GFO_IDH_MocA
OOFNCCCI_02664,0.425685886,3413731,3414093,362,0.41423093,O,NA,Thioredoxin
OOFNCCCI_02665,-0.297869875,3414296,3414961,665,0.41148066,C,sodB,"Sod_Fe_C,Sod_Fe_N"
OOFNCCCI_02666,0.024446869,3415256,3415795,539,0.980097783,S,NA,PvlArgDC
OOFNCCCI_02667,0.272514773,3415967,3416443,476,0.653076181,Q,NA,4HBT
OOFNCCCI_02668,-0.500281132,3416482,3417318,836,0.178914064,L,nfo,AP_endonuc_2
OOFNCCCI_02669,-0.613687712,3417379,3418788,1409,0.020615076,P,NA,CitMHS
OOFNCCCI_02670,-0.481987917,3418799,3420439,1640,0.142229309,M,NA,Peptidase_C69
OOFNCCCI_02671,-0.185024754,3420480,3420980,500,0.816753245,M,NA,OMP_b-brl
OOFNCCCI_02672,0.560531828,3421101,3422285,1184,0.002654379,NA,NA,NA
OOFNCCCI_02673,0.778317668,3422289,3422591,302,0.898234719,NA,NA,NA
OOFNCCCI_02674,-1.037732706,3422634,3423440,806,0.079597027,NA,NA,NA
OOFNCCCI_02675,1.00444437,3423511,3424146,635,0.002333405,S,pgmB,HAD_2
OOFNCCCI_02676,-0.421842608,3424342,3425718,1376,0.093596085,G,NA,DUF1080
OOFNCCCI_02677,-0.442164908,3425721,3427487,1766,0.049494585,M,arnT,PMT_2
OOFNCCCI_02678,-0.141644366,3427584,3429140,1556,0.63147232,P,NA,"AAA_21,DUF4435"
OOFNCCCI_02679,-0.325917359,3429294,3432005,2711,0.08794198,G,NA,"BNR_2,Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N"
OOFNCCCI_02680,-0.359389491,3432295,3433776,1481,0.055349778,J,proS,"HGTP_anticodon,ProRS-C_1,tRNA-synt_2b"
OOFNCCCI_02681,0.06906017,3434038,3435309,1271,0.833331889,F,pgk,PGK
OOFNCCCI_02682,0.011335803,3435639,3436784,1145,0.973860493,S,NA,NPCBM_assoc
OOFNCCCI_02683,0.386795099,3436788,3437528,740,0.685441391,V,yxlF_1,ABC_tran
OOFNCCCI_02684,0.175917414,3437521,3438477,956,0.675846821,S,NA,ABC2_membrane_2
OOFNCCCI_02685,-0.343993202,3438550,3439017,467,0.640500492,J,NA,tRNA_SAD
OOFNCCCI_02686,-0.196087678,3439093,3440160,1067,0.469828162,JM,wecD,"Acetyltransf_1,Acetyltransf_3"
OOFNCCCI_02687,0.902130642,3440306,3440821,515,0.014128963,M,NA,OMP_b-brl
OOFNCCCI_02688,0.100070244,3440971,3441798,827,0.796949948,H,panB,Pantoate_transf
OOFNCCCI_02689,-0.159575542,3442004,3443329,1325,0.666913491,H,cbiA,"AAA_26,CbiA,GATase_3"
OOFNCCCI_02690,0.035590313,3443322,3444059,737,0.966897108,L,NA,DNA_alkylation
OOFNCCCI_02691,0.512476912,3444132,3444626,494,0.327435174,S,NA,NA
OOFNCCCI_02692,0.299977299,3444650,3446278,1628,0.262618409,S,yqiK,"Band_7,Flot"
OOFNCCCI_02693,-0.407896314,3446280,3446852,572,0.178740239,S,NA,Cob_adeno_trans
OOFNCCCI_02694,0.18214809,3447424,3448521,1097,0.487547155,M,tagO,Glycos_transf_4
OOFNCCCI_02695,-0.027421805,3448597,3449796,1199,0.958867343,S,NA,"AAA-ATPase_like,PDDEXK_9"
OOFNCCCI_02696,0.120335246,3449842,3450075,233,0.89640959,NA,NA,NA
OOFNCCCI_02697,0.608141504,3450446,3451762,1316,0.001640075,M,NA,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
OOFNCCCI_02698,0.654428897,3451759,3452748,989,0.002824444,M,NA,GDP_Man_Dehyd
OOFNCCCI_02699,1.912577448,3453032,3454327,1295,3.37E-14,S,NA,NA
OOFNCCCI_02700,1.292187329,3454305,3455438,1133,6.74E-07,M,NA,Glycos_transf_1
OOFNCCCI_02701,2.043557302,3455442,3456503,1061,1.10E-14,M,NA,Glycos_transf_2
OOFNCCCI_02702,1.89621503,3456512,3457654,1142,1.19E-15,S,NA,Wzy_C
OOFNCCCI_02703,0.142250933,3457695,3458729,1034,0.675437079,M,NA,"Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02704,0.335550873,3458731,3459618,887,0.375592595,J,NA,Methyltransf_21
OOFNCCCI_02705,0.812821296,3459630,3460976,1346,5.44E-05,H,capK,AMP-binding
OOFNCCCI_02706,0.379751978,3460976,3462106,1130,0.194580902,M,NA,"Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02707,1.494921318,3462234,3462782,548,5.97E-06,S,NA,Hexapep
OOFNCCCI_02709,0.314941768,3463020,3464246,1226,0.396649459,M,NA,"Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02710,-5.34544228,3464329,3464493,164,NA,NA,NA,NA
OOFNCCCI_02711,1.07626943,3464528,3465016,488,0.020848938,NA,NA,NA
OOFNCCCI_02712,1.016031815,3465097,3465369,272,0.864383293,NA,NA,NA
OOFNCCCI_02713,-0.081873778,3465366,3465680,314,0.963056255,NA,NA,NA
OOFNCCCI_02715,2.227653639,3465959,3466273,314,0.640788122,NA,NA,NA
OOFNCCCI_02716,-0.357008221,3466275,3466736,461,0.795786726,NU,NA,"Glucosaminidase,Rod-binding"
OOFNCCCI_02717,0.046359551,3466754,3467206,452,0.919895304,L,NA,NA
OOFNCCCI_02718,0.853339578,3467679,3468047,368,6.03E-05,NA,NA,NA
OOFNCCCI_02719,0.451570334,3468372,3468872,500,0.057857669,NA,NA,NA
OOFNCCCI_02720,0.003162837,3468869,3470224,1355,0.996095714,L,NA,"DnaB,DnaB_C"
OOFNCCCI_02721,-0.434452665,3470238,3471461,1223,0.228041171,L,dnaG,"DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2"
OOFNCCCI_02722,0.107454376,3471458,3471721,263,0.958810872,S,NA,DUF4248
OOFNCCCI_02723,-0.169238585,3471912,3472637,725,0.769470209,S,NA,Caps_assemb_Wzi
OOFNCCCI_02724,0.165317724,3472622,3473374,752,0.830663903,S,NA,Caps_assemb_Wzi
OOFNCCCI_02725,-0.103303431,3473362,3473769,407,0.891278396,S,NA,Lipocalin_8
OOFNCCCI_02726,-0.185679775,3473913,3476324,2411,0.492938147,M,kpsD,"Caps_synth_GfcC,Poly_export,SLBB"
OOFNCCCI_02727,-0.3350737,3476360,3477466,1106,0.141404637,M,NA,"GNVR,Wzz"
OOFNCCCI_02728,-0.832535236,3477660,3479921,2261,1.41E-06,L,NA,"HA,Helicase_C,ResIII"
OOFNCCCI_02729,-0.538018183,3479943,3480848,905,0.243652107,E,NA,PHP
OOFNCCCI_02731,-0.557492497,3481167,3482357,1190,0.009877866,H,kbl,Aminotran_1_2
OOFNCCCI_02732,0.214393649,3482610,3483563,953,0.584725521,GM,ltd,Epimerase
OOFNCCCI_02735,0.203349958,3483858,3485186,1328,0.683930783,C,mleN,Na_H_antiporter
OOFNCCCI_02736,-0.135385299,3485164,3487755,2591,0.598948465,M,NA,CarbopepD_reg_2
OOFNCCCI_02737,-0.278068435,3487870,3489771,1901,0.328674111,I,NA,AMP-binding
OOFNCCCI_02738,0.049935364,3489784,3490386,602,0.942133431,NA,NA,NA
OOFNCCCI_02739,0.627385756,3490383,3491579,1196,0.045800726,S,NA,AAA_15
OOFNCCCI_02740,-0.301074182,3491647,3495009,3362,0.134393847,L,mfd,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF"
OOFNCCCI_02741,0.017579127,3495237,3495974,737,0.9601913,S,dpm1,Glycos_transf_2
OOFNCCCI_02742,-0.419938453,3496086,3498866,2780,0.020576052,N,NA,"CBM9_1,Lyase_8,Lyase_8_C,Lyase_8_N"
OOFNCCCI_02743,-0.346284512,3498989,3502144,3155,0.136633896,G,NA,"Glyco_hydro_106,Glyco_hydro_2_N"
OOFNCCCI_02744,-0.653350635,3502211,3503551,1340,0.011989876,F,pyrC,Amidohydro_1
OOFNCCCI_02745,-1.012491127,3503685,3504131,446,0.0602322,S,NA,NA
OOFNCCCI_02746,-0.277734059,3504210,3505097,887,0.522409856,K,NA,"AraC_binding,HTH_18"
OOFNCCCI_02747,-0.025257962,3505193,3506668,1475,0.934524731,G,rhaB,"FGGY_C,FGGY_N"
OOFNCCCI_02748,-0.371058957,3506874,3508133,1259,0.232445331,G,rhaA,RhaA
OOFNCCCI_02749,0.169609569,3508130,3509152,1022,0.677363067,EG,rhaT,RhaT
OOFNCCCI_02750,0.155180842,3509195,3509995,800,0.720822555,G,rhaD,Aldolase_II
OOFNCCCI_02751,0.256603189,3510212,3511966,1754,0.340140364,G,NA,"Bac_rhamnosid6H,Bac_rhamnosid_C"
OOFNCCCI_02752,-0.017724718,3512000,3514207,2207,0.956198977,G,NA,"Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N"
OOFNCCCI_02753,0.216025471,3514316,3515284,968,0.499842597,F,nucA_1,Endonuclease_NS
OOFNCCCI_02754,-0.296783741,3515487,3516539,1052,0.418419824,M,NA,"Biotin_lipoyl_2,HlyD_3,HlyD_D23"
OOFNCCCI_02755,-0.059070224,3516551,3519592,3041,0.819872026,V,NA,ACR_tran
OOFNCCCI_02756,-0.421401712,3519596,3520891,1295,0.078730555,MU,NA,OEP
OOFNCCCI_02757,0.019447597,3521176,3521616,440,0.981848369,K,NA,"Acetyltransf_1,Acetyltransf_7"
OOFNCCCI_02758,-0.099570913,3521650,3522768,1118,0.785938111,T,NA,"HATPase_c,HisKA,Response_reg"
OOFNCCCI_02759,0.488549329,3522876,3524063,1187,0.048771977,M,NA,"Glyco_tranf_2_3,Glycos_transf_2"
OOFNCCCI_02760,0.263931923,3524078,3524965,887,0.503473779,S,NA,Glycos_transf_2
OOFNCCCI_02761,0.191253281,3524958,3526133,1175,0.506016157,M,NA,Glyco_tranf_2_3
OOFNCCCI_02762,0.111349187,3526314,3527078,764,0.772630619,Q,NA,Methyltransf_11
OOFNCCCI_02763,-0.200136469,3527099,3528214,1115,0.683930783,M,NA,Glyco_trans_1_4
OOFNCCCI_02764,0.984339665,3528211,3529656,1445,0.000181597,S,NA,"Polysacc_synt_3,Polysacc_synt_C"
OOFNCCCI_02765,0.949077619,3529662,3530639,977,0.001360072,M,NA,Glycos_transf_2
OOFNCCCI_02766,-0.138054341,3530605,3531228,623,0.900686216,S,NA,"Hexapep,Hexapep_2"
OOFNCCCI_02767,0.735893659,3531238,3532350,1112,0.003731677,M,NA,"Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02768,0.786238178,3532334,3533563,1229,0.003015238,M,NA,"Glyco_tranf_2_3,Glyco_trans_2_3"
OOFNCCCI_02769,0.705017301,3533586,3535043,1457,0.00207905,M,NA,Wzy_C
OOFNCCCI_02770,0.204173257,3535046,3535672,626,0.750930608,M,NA,"AAA_31,Wzz"
OOFNCCCI_02771,1.102429207,3535713,3537200,1487,2.42E-10,M,NA,"AAA_31,Wzz"
OOFNCCCI_02772,1.411662475,3537204,3537989,785,0.001935231,MU,NA,OEP
OOFNCCCI_02773,-0.013404962,3537997,3539178,1181,0.978046065,M,NA,"Bac_transf,Response_reg"
OOFNCCCI_02774,-0.26882146,3539214,3539579,365,0.729274897,T,NA,Response_reg
OOFNCCCI_02775,0.232076065,3539771,3542239,2468,0.225715038,G,NA,"Alpha-L-AF_C,CBM_4_9,DUF1080"
OOFNCCCI_02776,-0.09423004,3542300,3544648,2348,0.679612495,G,NA,"CHB_HEX_C_1,Fn3_assoc,Glyco_hydro_20,Glyco_hydro_20b,PA14"
OOFNCCCI_02777,-0.012586276,3544830,3546110,1280,0.977631241,E,glyA,SHMT
OOFNCCCI_02778,-0.42965697,3546694,3548070,1376,0.050420406,C,merA,"Pyr_redox_2,Pyr_redox_dim"
OOFNCCCI_02779,-0.270188731,3548094,3549548,1454,0.440153835,G,gnd,"6PGD,NAD_binding_2"
OOFNCCCI_02780,-0.023708447,3549561,3551033,1472,0.958677156,G,zwf,"G6PD_C,G6PD_N"
OOFNCCCI_02781,-0.537130705,3551048,3551749,701,0.129464294,G,pgl,Glucosamine_iso
OOFNCCCI_02782,-0.043612028,3551945,3556570,4625,0.884610828,N,NA,Glug
OOFNCCCI_02783,-0.29144243,3556739,3557518,779,0.29630026,S,NA,"DUF4469,HU-DNA_bdg"
OOFNCCCI_02784,0.669361377,3557684,3558802,1118,0.612540348,L,NA,"DEDD_Tnp_IS110,Transposase_20"
OOFNCCCI_02785,-0.242894397,3559748,3559930,182,0.612540348,NA,NA,NA
OOFNCCCI_02786,0.223265664,3560199,3564548,4349,0.447892032,P,czcA,"ACR_tran,OEP"
OOFNCCCI_02787,-0.403577998,3564622,3565515,893,0.261424357,M,NA,HlyD_D23
OOFNCCCI_02788,-0.285311866,3565529,3566329,800,0.638767542,T,NA,His_kinase
OOFNCCCI_02790,-0.123673855,3566562,3567332,770,0.875866204,T,NA,"LytTR,Response_reg"
OOFNCCCI_02791,0.287694834,3567438,3568343,905,0.316927823,NA,NA,NA
OOFNCCCI_02792,1.399998522,3568395,3568790,395,0.475161937,T,NA,His_kinase
OOFNCCCI_02793,-0.172102701,3568790,3569482,692,0.813134361,T,NA,His_kinase
OOFNCCCI_02794,0.286686244,3569467,3570531,1064,0.427086812,T,NA,His_kinase
OOFNCCCI_02795,-0.000842756,3570537,3571259,722,0.99844945,KT,NA,"LytTR,Response_reg"
OOFNCCCI_02796,0.158273812,3571425,3571811,386,0.735803689,S,NA,GtrA
OOFNCCCI_02797,-0.195294063,3572319,3573971,1652,0.462044803,E,NA,"AA_permease,AA_permease_2"
OOFNCCCI_02798,-0.38365238,3574094,3574819,725,0.418419824,S,NA,adh_short
OOFNCCCI_02799,0.415437206,3575026,3576207,1181,0.116321254,CO,NA,"DUF4934,DUF5128"
OOFNCCCI_02800,0.098726358,3576300,3577217,917,0.813590037,S,NA,ThuA
OOFNCCCI_02801,-0.048568989,3577331,3578587,1256,0.900686216,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_02802,-0.630162571,3578596,3579897,1301,0.014346332,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_02803,-0.498513742,3579989,3581809,1820,0.056893945,L,recQ2,"DEAD,Helicase_C,RecQ_Zn_bind"
OOFNCCCI_02804,-0.320058678,3581930,3583654,1724,0.152771227,L,recJ,"DHH,DHHA1"
OOFNCCCI_02805,-1.286714854,3583925,3584209,284,0.058500689,L,NA,Bac_DNA_binding
OOFNCCCI_02806,-0.005386058,3584256,3586448,2192,0.988223937,NA,NA,NA
OOFNCCCI_02808,-0.219639592,3586614,3587363,749,0.795786726,S,NA,"DUF4469,HU-DNA_bdg"
OOFNCCCI_02809,0.25990033,3587402,3589936,2534,0.293957081,NA,NA,NA
